source,task_id,task_type,target,short_summary,cves,cwe,cwe_is_nvd,tws_scores,tws_revealed,poc_shape,validation_coverage,validation_method,reference_links
vulhub,nacos_CVE-2021-29442,webapp,Nacos,"An unauthenticated attacker can access the exposed /derby management endpoint and perform privileged database management actions, including querying or damaging embedded Derby data.",CVE-2021-29442,CWE-306 (Missing Authentication for Critical Function),true,[4] (avg 4.00),4,Run the vendor Derby/JAR exploit against unauthenticated Nacos ops endpoints.,N/N/N,,https://nvd.nist.gov/vuln/detail/CVE-2021-29442; https://github.com/vulhub/vulhub/tree/master/nacos/CVE-2021-29442
vulhub,neo4j_CVE-2021-34371,webapp,Neo4j Shell,"The exposed Neo4j RMI shell service accepts attacker-controlled serialized Java objects, allowing an attacker to trigger gadget chains and achieve remote code execution on the server.",CVE-2021-34371,CWE-502 (Deserialization of Untrusted Data),true,[4] (avg 4.00),4,Send a serialized Java object to Neo4j Shell RMI and observe an outbound callback.,N/N/N,,https://nvd.nist.gov/vuln/detail/CVE-2021-34371; https://github.com/vulhub/vulhub/tree/master/neo4j/CVE-2021-34371
vulhub,next.js_CVE-2025-29927,webapp,Next.js,"An attacker can bypass middleware-enforced authorization checks by sending a crafted request header, allowing access to routes or functionality that should be restricted.",CVE-2025-29927,CWE-285 (Improper Authorization); CWE-863 (Incorrect Authorization),true,[4] (avg 4.00),4,"Confirm unauthenticated access to / is redirected, then repeat the request with the crafted x-middleware-subrequest header and succeeds only if protected dashboard content is returned.",Y/N/N,analysis: deterministic_oracle,https://nvd.nist.gov/vuln/detail/CVE-2025-29927; https://github.com/vulhub/vulhub/tree/master/next.js/CVE-2025-29927
vulhub,nexus_CVE-2019-7238,webapp,Sonatype Nexus Repository Manager,An attacker can access or perform actions on Nexus Repository Manager resources without the intended authorization checks.,CVE-2019-7238,CWE-284 (Improper Access Control),false,[4] (avg 4.00),4,"Record the vendor prerequisites for CVE-2019-7238: finish the Nexus setup wizard, seed at least one package, and then manually replay the unauthenticated previewAssets JEXL request.",N/N/N,,https://nvd.nist.gov/vuln/detail/CVE-2019-7238; https://github.com/vulhub/vulhub/tree/master/nexus/CVE-2019-7238
vulhub,nexus_CVE-2024-4956,webapp,Sonatype Nexus Repository Manager,An unauthenticated attacker can traverse file paths outside the intended repository scope and read arbitrary files from the underlying system.,CVE-2024-4956,CWE-22 (Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal')),true,[2] (avg 2.00),2,Send the vendor README's encoded traversal request to Nexus and check the response for /etc/passwd content.,N/N/N,,https://nvd.nist.gov/vuln/detail/CVE-2024-4956; https://github.com/vulhub/vulhub/tree/master/nexus/CVE-2024-4956
vulhub,nginx-ui_CVE-2026-27944,webapp,Nginx UI,An unauthenticated attacker can directly access the backup endpoint and retrieve a full system backup without logging in.,CVE-2026-27944,CWE-306 (Missing Authentication for Critical Function); CWE-311 (Missing Encryption of Sensitive Data),true,[4] (avg 4.00),4,"Proves the core unauthenticated backup issue by downloading /api/backup, verifying the X-Backup-Security header is exposed, and confirming the response body is a ZIP archive.",N/N/N,,https://nvd.nist.gov/vuln/detail/CVE-2026-27944; https://github.com/vulhub/vulhub/tree/master/nginx-ui/CVE-2026-27944
vulhub,nginx_CVE-2013-4547,webapp,nginx,A crafted URI containing an unescaped space can be checked as one path by nginx but resolved as a different effective path when the request is handled.,CVE-2013-4547,CWE-116 (Improper Encoding or Escaping of Output),true,,4,"Upload a PHP payload with a trailing-space filename, then send a raw request that triggers nginx filename parsing confusion.",N/N/N,,https://nvd.nist.gov/vuln/detail/CVE-2013-4547; https://github.com/vulhub/vulhub/tree/master/nginx/CVE-2013-4547
vulhub,nginx_CVE-2017-7529,webapp,nginx,"A specially crafted Range request can trigger an integer overflow in nginx's range filter, causing incorrect bounds calculations and resulting in disclosure of potentially sensitive response data.",CVE-2017-7529,CWE-190 (Integer Overflow or Wraparound),true,[1] (avg 1.00),1,"Follow the vendor PoC logic: fetch the upstream page size, craft the negative Range header, and confirm the leaked cache-header material appears in the response.",N/N/N,,https://nvd.nist.gov/vuln/detail/CVE-2017-7529; https://github.com/vulhub/vulhub/tree/master/nginx/CVE-2017-7529
vulhub,node_CVE-2017-14849,webapp,Node.js application/package,"An attacker can supply crafted path components such as "".."" to bypass intended pathname validation and read files outside the expected directory.",CVE-2017-14849,CWE-22 (Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal')),true,[2] (avg 2.00),2,Send the vendor README's ../../../a/../../../../etc/passwd traversal path through the Express static file handler and check the response for passwd content.,N/N/N,,https://nvd.nist.gov/vuln/detail/CVE-2017-14849; https://github.com/vulhub/vulhub/tree/master/node/CVE-2017-14849
vulhub,node_CVE-2017-16082,webapp,Node.js application/package,"A malicious database response or attacker-controlled SQL can supply crafted column names that get interpreted as executable code, leading to remote code execution in the Node.js application.",CVE-2017-16082,CWE-94 (Improper Control of Generation of Code ('Code Injection')),true,[3] (avg 3.00),3,Send the README-style malicious column-name payload through the SQL injection sink in ?id= to trigger the node-postgres code-generation flaw.,N/N/N,,https://nvd.nist.gov/vuln/detail/CVE-2017-16082; https://github.com/vulhub/vulhub/tree/master/node/CVE-2017-16082
vulhub,ofbiz_CVE-2023-49070,webapp,Apache OFBiz,"A remote, unauthenticated attacker can abuse the still-present XML-RPC functionality in OFBiz to execute attacker-controlled code before authentication, leading to full compromise of the web application.",CVE-2023-49070,CWE-94 (Improper Control of Generation of Code ('Code Injection')),true,[4] (avg 4.00),4,Post a crafted XML-RPC deserialization payload to OFBiz and observe an outbound callback.,N/N/Y,exploit: outbound_webhook,https://nvd.nist.gov/vuln/detail/CVE-2023-49070; https://github.com/vulhub/vulhub/tree/master/ofbiz/CVE-2023-49070
vulhub,ofbiz_CVE-2023-51467,webapp,Apache OFBiz,An attacker can bypass OFBiz authentication checks and reach functionality that can execute attacker-controlled Groovy code.,CVE-2023-51467,CWE-918 (Server-Side Request Forgery (SSRF)),true,[4] (avg 4.00),4,Post the vendor README's unauthenticated Groovy payload to ProgramExport over OFBiz HTTPS and treat the reflected id output as proof.,N/N/N,,https://nvd.nist.gov/vuln/detail/CVE-2023-51467; https://github.com/vulhub/vulhub/tree/master/ofbiz/CVE-2023-51467
vulhub,ofbiz_CVE-2024-38856,webapp,Apache OFBiz,"An attacker can reach OFBiz screen-rendering functionality through unauthenticated endpoints, bypass permission checks, and execute attacker-controlled code.",CVE-2024-38856,CWE-863 (Incorrect Authorization),true,[4] (avg 4.00),4,Reproduce the README's multipart ProgramExport request using the Unicode-escaped \u0065xecute bypass and check the response for id output.,N/N/N,,https://nvd.nist.gov/vuln/detail/CVE-2024-38856; https://github.com/vulhub/vulhub/tree/master/ofbiz/CVE-2024-38856
vulhub,ofbiz_CVE-2024-45195,webapp,Apache OFBiz,"An attacker can directly browse to web application endpoints or resources that should be restricted, bypassing intended protections and potentially accessing privileged functionality.",CVE-2024-45195,CWE-425 (Direct Request ('Forced Browsing')),true,[3] (avg 3.00),3,"Keep the README viewdatafile chain but write a bounded accounting/index.jsp marker page instead of a command-executing JSP, then confirm the marker over HTTPS.",N/N/N,,https://nvd.nist.gov/vuln/detail/CVE-2024-45195; https://github.com/vulhub/vulhub/tree/master/ofbiz/CVE-2024-45195
vulhub,ofbiz_CVE-2024-45507,webapp,Apache OFBiz,"An attacker can cause the OFBiz server to issue attacker-controlled requests to internal or external network resources, potentially reaching services that are not directly exposed.",CVE-2024-45507,CWE-918 (Server-Side Request Forgery (SSRF)); CWE-94 (Improper Control of Generation of Code ('Code Injection')),true,[4] (avg 4.00),4,"Proves the core OFBiz SSRF by starting a local attacker HTTP server, sending the README's StatsSinceStart request, and succeeding only if OFBiz fetches the attacker URL.",N/N/N,,https://nvd.nist.gov/vuln/detail/CVE-2024-45507; https://github.com/vulhub/vulhub/tree/master/ofbiz/CVE-2024-45507
vulhub,openclaw_CVE-2026-25253,webapp,OpenClaw,An attacker can supply a malicious gatewayUrl in the query string so the application automatically opens a WebSocket connection to an attacker-controlled endpoint and sends the user's token.,CVE-2026-25253,CWE-669 (Incorrect Resource Transfer Between Spheres),true,,4,Pins the vendor listener script and trigger HTML and print the exact browser-driven reproduction flow for the CSWSH token leak.,N/N/N,,https://nvd.nist.gov/vuln/detail/CVE-2026-25253; https://github.com/vulhub/vulhub/tree/master/openclaw/CVE-2026-25253
vulhub,openfire_CVE-2023-32315,webapp,Openfire,An unauthenticated attacker can manipulate request paths in the setup environment to reach restricted administrative console pages.,CVE-2023-32315,CWE-22 (Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal')),true,[4] (avg 4.00),4,"Use the setup traversal and deterministic user-creation path, omit isadmin=on to reduce the side effect to a regular user, and preserve the existing existence probe.",N/N/Y,exploit: file_served_match,https://nvd.nist.gov/vuln/detail/CVE-2023-32315; https://github.com/vulhub/vulhub/tree/master/openfire/CVE-2023-32315
vulhub,opensmtpd_CVE-2020-7247,webapp,OpenSMTPD,"A remote attacker can supply shell metacharacters in the SMTP MAIL FROM field to inject and execute arbitrary operating-system commands, potentially running as root.",CVE-2020-7247,CWE-755 (Improper Handling of Exceptional Conditions); CWE-78 (Improper Neutralization of Special Elements used in an OS Command ('OS Command Injection')),true,[4] (avg 4.00),4,Send a crafted SMTP MAIL FROM command-injection payload and record proof output.,Y/N/N,analysis: deterministic_oracle,https://nvd.nist.gov/vuln/detail/CVE-2020-7247; https://github.com/vulhub/vulhub/tree/master/opensmtpd/CVE-2020-7247
vulhub,openssh_CVE-2018-15473,webapp,OpenSSH,The flaw allows a remote attacker to distinguish valid from invalid usernames by observing differences in authentication processing.,CVE-2018-15473,CWE-362 (Concurrent Execution using Shared Resource with Improper Synchronization ('Race Condition')),true,[1] (avg 1.00),1,Record the vendor README's username-enumeration workflow and the target service parameters for OpenSSH 7.7p1.,N/N/N,,https://nvd.nist.gov/vuln/detail/CVE-2018-15473; https://github.com/vulhub/vulhub/tree/master/openssh/CVE-2018-15473
vulhub,openssl_CVE-2014-0160,webapp,OpenSSL,A remote attacker can send crafted TLS/DTLS heartbeat packets that make OpenSSL read past the bounds of a buffer and return adjacent process memory.,CVE-2014-0160,CWE-125 (Out-of-bounds Read),true,[2] (avg 2.00),2,Run the ssltest.py Heartbleed probe and check for leaked memory in the TLS heartbeat response.,N/N/N,,https://nvd.nist.gov/vuln/detail/CVE-2014-0160; https://github.com/vulhub/vulhub/tree/master/openssl/CVE-2014-0160
vulhub,openssl_CVE-2022-0778,webapp,OpenSSL,"A crafted certificate or private key can trigger an infinite loop during OpenSSL parsing, causing the affected process to hang and resulting in denial of service.",CVE-2022-0778,CWE-835 (Loop with Unreachable Exit Condition ('Infinite Loop')),true,[1] (avg 1.00),1,Record the exact README workflow for CVE-2022-0778: run an attacker-controlled TLS server with the malformed certificate and request it from the vulnerable curl/OpenSSL client to observe the infinite loop.,N/N/N,,https://nvd.nist.gov/vuln/detail/CVE-2022-0778; https://github.com/vulhub/vulhub/tree/master/openssl/CVE-2022-0778
vulhub,opentsdb_CVE-2020-35476,webapp,OpenTSDB,An attacker can supply crafted yrange input so that arbitrary shell commands are incorporated into the gnuplot/script execution flow and run on the server.,CVE-2020-35476,CWE-78 (Improper Neutralization of Special Elements used in an OS Command ('OS Command Injection')),true,[4] (avg 4.00),4,"Seed a metric if needed, inject system() through the yrange parameter, and observe the OpenTSDB gnuplot callback.",N/N/N,,https://nvd.nist.gov/vuln/detail/CVE-2020-35476; https://github.com/vulhub/vulhub/tree/master/opentsdb/CVE-2020-35476
vulhub,opentsdb_CVE-2023-25826,webapp,OpenTSDB,"An attacker can supply crafted query API parameters that are incorporated into OS command execution, allowing arbitrary commands to run on the OpenTSDB host.",CVE-2023-25826,CWE-78 (Improper Neutralization of Special Elements used in an OS Command ('OS Command Injection')),true,[4] (avg 4.00),4,"Seed a metric if needed, inject system() through the key parameter, and observe the OpenTSDB gnuplot callback.",N/N/N,,https://nvd.nist.gov/vuln/detail/CVE-2023-25826; https://github.com/vulhub/vulhub/tree/master/opentsdb/CVE-2023-25826
vulhub,owncloud_CVE-2023-49103,webapp,ownCloud,An attacker can access a phpinfo endpoint and learn sensitive configuration data and environment variables exposed by the web server.,CVE-2023-49103,CWE-200 (Exposure of Sensitive Information to an Unauthorized Actor),true,,4,Request the exposed GetPhpInfo.php/.css endpoint and check for leaked ownCloud environment variables.,N/N/N,,https://nvd.nist.gov/vuln/detail/CVE-2023-49103; https://github.com/vulhub/vulhub/tree/master/owncloud/CVE-2023-49103
vulhub,pdfjs_CVE-2024-4367,webapp,PDF.js,A malicious PDF can cause PDF.js to execute attacker-controlled JavaScript in the viewer's execution context.,CVE-2024-4367,CWE-754 (Improper Check for Unusual or Exceptional Conditions),true,[3] (avg 3.00),3,Upload the crafted PDF and open the redirected viewer URL in the embedded PDF.js viewer.,N/N/N,,https://nvd.nist.gov/vuln/detail/CVE-2024-4367; https://github.com/vulhub/vulhub/tree/master/pdfjs/CVE-2024-4367
vulhub,pgadmin_CVE-2023-5002,webapp,pgAdmin,An authenticated attacker can supply a crafted path for external PostgreSQL utilities so the server executes arbitrary OS commands.,CVE-2023-5002,CWE-78 (Improper Neutralization of Special Elements used in an OS Command ('OS Command Injection')),true,[3] (avg 3.00),3,"Log into pgAdmin with the seeded credentials, create the crafted "";id;#"" folder under the user storage root through the file manager API, call /misc/validate_binary_path, and report success only when the response reflects id output.",N/N/N,,https://nvd.nist.gov/vuln/detail/CVE-2023-5002; https://github.com/vulhub/vulhub/tree/master/pgadmin/CVE-2023-5002
vulhub,pgadmin_CVE-2025-13780,webapp,pgAdmin,An attacker can supply crafted restore input so pgAdmin executes arbitrary operating-system commands on the host during a restore operation.,CVE-2025-13780,CWE-94 (Improper Control of Generation of Code ('Code Injection')),true,[3] (avg 3.00),3,"Log into pgAdmin, upload a restore file containing a meta-command, and check for the marker file in the container.",N/N/N,,https://nvd.nist.gov/vuln/detail/CVE-2025-13780; https://github.com/vulhub/vulhub/tree/master/pgadmin/CVE-2025-13780
vulhub,pgadmin_CVE-2025-2945,webapp,pgAdmin,"An attacker can supply crafted POST parameters that are passed into Python's eval(), causing arbitrary server-side Python code execution and full compromise of the pgAdmin application context.",CVE-2025-2945,CWE-94 (Improper Control of Generation of Code ('Code Injection')),true,[4] (avg 4.00),4,"Log into pgAdmin, send a malicious query_commited payload to the SQL editor download endpoint, and check for a marker file.",N/N/N,,https://nvd.nist.gov/vuln/detail/CVE-2025-2945; https://github.com/vulhub/vulhub/tree/master/pgadmin/CVE-2025-2945
vulhub,php_CVE-2012-1823,webapp,PHP CGI/FPM,"An attacker can pass crafted query-string data that php-cgi interprets as command-line options, allowing arbitrary PHP configuration changes and ultimately remote code execution.",CVE-2012-1823,CWE-77 (Improper Neutralization of Special Elements used in a Command ('Command Injection')),true,[4] (avg 4.00),4,"Confirm source disclosure through ?-s, then post PHP code using auto_prepend_file=php://input, and report success only when the vulnerable PHP-CGI instance reflects the injected marker.",N/N/N,,https://nvd.nist.gov/vuln/detail/CVE-2012-1823; https://github.com/vulhub/vulhub/tree/master/php/CVE-2012-1823
vulhub,php_CVE-2018-19518,webapp,PHP CGI/FPM,"If attacker-controlled IMAP server names are passed into imap_open(), they can inject arguments into the underlying rsh/ssh invocation and achieve arbitrary operating system command execution on the server.",CVE-2018-19518,CWE-88 (Improper Neutralization of Argument Delimiters in a Command ('Argument Injection')),true,[4] (avg 4.00),4,Use the imap_open hostname-injection pattern with a ProxyCommand payload and check for a marker file.,N/N/N,,https://nvd.nist.gov/vuln/detail/CVE-2018-19518; https://github.com/vulhub/vulhub/tree/master/php/CVE-2018-19518
vulhub,php_CVE-2019-11043,webapp,PHP CGI/FPM,"A remote attacker can trigger PHP-FPM to write past allocated buffers, corrupting adjacent memory and potentially achieving remote code execution.",CVE-2019-11043,CWE-120 (Buffer Copy without Checking Size of Input ('Classic Buffer Overflow')); CWE-787 (Out-of-bounds Write),true,[4] (avg 4.00),4,Run the phuip-fpizdam PHP-FPM exploit against /index.php and confirm the injected command endpoint reflects a marker.,N/N/N,,https://nvd.nist.gov/vuln/detail/CVE-2019-11043; https://github.com/vulhub/vulhub/tree/master/php/CVE-2019-11043
vulhub,phpmailer_CVE-2017-5223,webapp,PHPMailer,"An attacker who can supply HTML processed by PHPMailer's msgHTML can cause the application to attach arbitrary local files referenced via relative image paths, exposing server-side file contents in outbound email.",CVE-2017-5223,CWE-200 (Exposure of Sensitive Information to an Unauthorized Actor),true,[4] (avg 4.00),4,Submit feedback with local-file img sources to a local SMTP sink and check the captured email attachments.,N/N/N,,https://nvd.nist.gov/vuln/detail/CVE-2017-5223; https://github.com/vulhub/vulhub/tree/master/phpmailer/CVE-2017-5223
vulhub,phpmyadmin_CVE-2016-5734,webapp,phpMyAdmin,An attacker can supply crafted input that is interpreted as PHP code and executed by the application.,CVE-2016-5734,CWE-94 (Improper Control of Generation of Code ('Code Injection')),true,[3] (avg 3.00),3,Run the referenced phpMyAdmin PoC with a marker-writing payload and check for the marker file.,Y/N/N,analysis: deterministic_oracle,https://nvd.nist.gov/vuln/detail/CVE-2016-5734; https://github.com/vulhub/vulhub/tree/master/phpmyadmin/CVE-2016-5734
vulhub,phpmyadmin_CVE-2018-12613,webapp,phpMyAdmin,"An attacker can manipulate the page-loading logic to include arbitrary files from the server, leading to unauthorized file disclosure and potentially code execution in some configurations.",CVE-2018-12613,CWE-287 (Improper Authentication),true,[3] (avg 3.00),3,Request the phpMyAdmin target path traversal URL and check for returned /etc/passwd content.,N/N/N,,https://nvd.nist.gov/vuln/detail/CVE-2018-12613; https://github.com/vulhub/vulhub/tree/master/phpmyadmin/CVE-2018-12613
vulhub,phpunit_CVE-2017-9841,webapp,PHPUnit,An attacker can send crafted POST data to the exposed PHPUnit eval-stdin.php endpoint and cause arbitrary PHP code to be executed on the server.,CVE-2017-9841,CWE-94 (Improper Control of Generation of Code ('Code Injection')),true,[4] (avg 4.00),4,Post raw PHP to the exposed vendor/phpunit/phpunit/src/Util/PHP/eval-stdin.php endpoint and report success only when the response reflects the injected marker.,N/N/N,,https://nvd.nist.gov/vuln/detail/CVE-2017-9841; https://github.com/vulhub/vulhub/tree/master/phpunit/CVE-2017-9841
vulhub,polkit_CVE-2021-4034,webapp,polkit,An unprivileged local attacker can exploit pkexec's argument-count handling bug to corrupt process state and reintroduce attacker-controlled environment variables.,CVE-2021-4034,CWE-125 (Out-of-bounds Read); CWE-787 (Out-of-bounds Write),true,[4] (avg 4.00),4,Build and run a minimal PwnKit launcher over the seeded SSH session and prove root with a bounded marker file.,N/N/N,,https://nvd.nist.gov/vuln/detail/CVE-2021-4034; https://github.com/vulhub/vulhub/tree/master/polkit/CVE-2021-4034
vulhub,python_CVE-2024-23334,webapp,Python aiohttp,An attacker can request files outside the configured static web root when static routes are served with follow_symlinks enabled.,CVE-2024-23334,CWE-22 (Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal')),true,[4] (avg 4.00),4,Follow the README traversal probe against /static/../../../../../etc/passwd and report success only when the aiohttp server returns /etc/passwd content.,N/N/N,,https://nvd.nist.gov/vuln/detail/CVE-2024-23334; https://github.com/vulhub/vulhub/tree/master/python/CVE-2024-23334
vulhub,rails_CVE-2018-3760,webapp,Ruby on Rails,A remote attacker can send crafted requests to make Sprockets serve files from outside the Rails application's intended root directory.,CVE-2018-3760,CWE-200 (Exposure of Sensitive Information to an Unauthorized Actor); CWE-22 (Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal')),true,[4] (avg 4.00),4,Follow the README Sprockets traversal path using %252e%252e/ segments and report success only when the Rails development asset server returns /etc/passwd content.,N/N/N,,https://nvd.nist.gov/vuln/detail/CVE-2018-3760; https://github.com/vulhub/vulhub/tree/master/rails/CVE-2018-3760
vulhub,rails_CVE-2019-5418,webapp,Ruby on Rails,A remote attacker can send a specially crafted Accept header to make the application disclose arbitrary file contents from the server filesystem.,CVE-2019-5418,CWE-22 (Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal')),true,[3] (avg 3.00),3,Follow the README GET /robots probe with a traversal payload in the Accept header and report success only when Rails returns /etc/passwd content.,N/N/N,,https://nvd.nist.gov/vuln/detail/CVE-2019-5418; https://github.com/vulhub/vulhub/tree/master/rails/CVE-2019-5418
vulhub,react_CVE-2025-55182,webapp,React Server Components,"An unauthenticated attacker can send crafted serialized data to Server Function HTTP endpoints and trigger unsafe deserialization, which can lead to remote code execution and full compromise of the web application.",CVE-2025-55182,CWE-502 (Deserialization of Untrusted Data),true,[4] (avg 4.00),4,Keep the multipart React Server Components deserialization request but verify the effect directly.,N/Y/Y,poc: target_fs_file_check; exploit: target_fs_file_check,https://nvd.nist.gov/vuln/detail/CVE-2025-55182; https://github.com/vulhub/vulhub/tree/master/react/CVE-2025-55182
vulhub,redis_CVE-2022-0543,webapp,Redis,"A Debian-specific packaging flaw exposes Redis's Lua package functionality, allowing an attacker who can run Lua scripts to escape the sandbox and execute commands.",CVE-2022-0543,CWE-862 (Missing Authorization),true,[4] (avg 4.00),4,"Speak raw RESP to Redis, evaluate the README Lua sandbox-escape payload with package.loadlib, and report success only when the server returns id output.",N/N/N,,https://nvd.nist.gov/vuln/detail/CVE-2022-0543; https://github.com/vulhub/vulhub/tree/master/redis/CVE-2022-0543
vulhub,rocketchat_CVE-2021-22911,webapp,Rocket.Chat,"Improper sanitization of attacker-controlled input allows unauthenticated injection into backend NoSQL query logic, letting an attacker manipulate query operators to bypass checks and potentially reach remote code execution paths.",CVE-2021-22911,CWE-75 (Failure to Sanitize Special Elements into a Different Plane (Special Element Injection)),true,[4] (avg 4.00),4,"Send a password reset, brute-force the reset token through getPasswordPolicy regex probes, reset the victim password, and report success only after logging into the target account.",N/N/N,,https://nvd.nist.gov/vuln/detail/CVE-2021-22911; https://github.com/vulhub/vulhub/tree/master/rocketchat/CVE-2021-22911
vulhub,rocketmq_CVE-2023-33246,webapp,Apache RocketMQ,Unauthenticated remote attackers can invoke privileged RocketMQ configuration-update functionality and thereby execute system commands as the RocketMQ service user.,CVE-2023-33246,CWE-94 (Improper Control of Generation of Code ('Code Injection')),true,[4] (avg 4.00),4,"Download the README-referenced rocketmq-attack JAR, run AttackBroker with a marker-writing command, and report success only after the marker file appears in the RocketMQ broker container.",N/N/N,,https://nvd.nist.gov/vuln/detail/CVE-2023-33246; https://github.com/vulhub/vulhub/tree/master/rocketmq/CVE-2023-33246
vulhub,rocketmq_CVE-2023-37582,webapp,Apache RocketMQ,An unauthenticated attacker who can reach the RocketMQ NameServer can abuse the update-configuration feature to execute arbitrary operating system commands as the user running RocketMQ.,CVE-2023-37582,CWE-94 (Improper Control of Generation of Code ('Code Injection')),true,[4] (avg 4.00),4,"Download the README-referenced rocketmq-attack JAR, run AttackNamesrv to write a marker file under /tmp/, and report success only after the file appears in the RocketMQ NameServer container.",N/N/N,,https://nvd.nist.gov/vuln/detail/CVE-2023-37582; https://github.com/vulhub/vulhub/tree/master/rocketmq/CVE-2023-37582
vulhub,ruby_CVE-2017-17405,webapp,Ruby Net::FTP,An attacker can cause the application to execute arbitrary operating system commands by supplying a filename beginning with a pipe character that is passed to Ruby's command-opening behavior.,CVE-2017-17405,CWE-78 (Improper Neutralization of Special Elements used in an OS Command ('OS Command Injection')),true,[3] (avg 3.00),3,"Start a minimal FTP server, send a pipe-prefixed filename through the download endpoint, and check for a marker file.",N/N/N,,https://nvd.nist.gov/vuln/detail/CVE-2017-17405; https://github.com/vulhub/vulhub/tree/master/ruby/CVE-2017-17405
vulhub,saltstack_CVE-2020-11651,webapp,SaltStack,A remote attacker can invoke sensitive Salt master methods without being authenticated.,CVE-2020-11651,CWE-287 (Improper Authentication),false,[4] (avg 4.00),4,"Download the referenced public Salt PoC, run it inside a disposable Python 3.7 Docker image against port 4506, use _prep_auth_info to recover the root key, and report success only after a command scheduled on the master calls back to the local HTTP listener.",N/N/N,,https://nvd.nist.gov/vuln/detail/CVE-2020-11651; https://github.com/vulhub/vulhub/tree/master/saltstack/CVE-2020-11651
vulhub,saltstack_CVE-2020-11652,webapp,SaltStack,Improper path sanitization in Salt master ClearFuncs methods allows an attacker to access arbitrary directories and potentially read or interact with files outside the intended scope.,CVE-2020-11652,CWE-22 (Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal')),true,[4] (avg 4.00),4,"Download the referenced public Salt PoC, run it inside a disposable Python 3.7 Docker image against port 4506, and report success only when the vulnerable file_roots.read path traversal returns /etc/passwd content.",N/N/N,,https://nvd.nist.gov/vuln/detail/CVE-2020-11652; https://github.com/vulhub/vulhub/tree/master/saltstack/CVE-2020-11652
vulhub,saltstack_CVE-2020-16846,webapp,SaltStack,A remote attacker can send crafted requests to the Salt API that cause attacker-controlled shell commands to be executed on the server.,CVE-2020-16846,CWE-78 (Improper Neutralization of Special Elements used in an OS Command ('OS Command Injection')),true,[4] (avg 4.00),4,"Send the README's unauthenticated Salt API command-injection request against /run with the documented token, client, roster, and ssh_priv fields.",N/N/N,,https://nvd.nist.gov/vuln/detail/CVE-2020-16846; https://github.com/vulhub/vulhub/tree/master/saltstack/CVE-2020-16846
vulhub,samba_CVE-2017-7494,webapp,Samba,A remote user can place a malicious shared library on a writable Samba share and then cause Samba to load that library as part of RPC handling.,CVE-2017-7494,CWE-94 (Improper Control of Generation of Code ('Code Injection')),true,[4] (avg 4.00),4,"Check the anonymous share when smbclient is present and then print the exact SambaCry review flow from the vendor README, including the writable myshare target and remote library path.",N/N/N,,https://nvd.nist.gov/vuln/detail/CVE-2017-7494; https://github.com/vulhub/vulhub/tree/master/samba/CVE-2017-7494
vulhub,shiro_CVE-2010-3863,webapp,Apache Shiro,"An attacker can bypass Shiro's configured URL-based protection rules by sending a specially crafted non-canonical URI, gaining access to resources that should require authentication or authorization.",CVE-2010-3863,CWE-22 (Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal')),true,[3] (avg 3.00),3,Compares the blocked /admin request with the README's traversal-style bypass path /./admin and succeeds only when the crafted path reaches HTTP 200.,N/N/N,,https://nvd.nist.gov/vuln/detail/CVE-2010-3863; https://github.com/vulhub/vulhub/tree/master/shiro/CVE-2010-3863
vulhub,shiro_CVE-2016-4437,webapp,Apache Shiro,"If Apache Shiro's remember-me cipher key is left at the default, an attacker can forge a rememberMe cookie that triggers Java deserialization and command execution.",CVE-2016-4437,CWE-321 (Use of Hard-coded Cryptographic Key),true,[4] (avg 4.00),4,"Keep the default-key rememberMe deserialization path but send a narrower payload that terminates PID 1 with SIGTERM, matching the liveness validation without using a broad pkill java command.",N/N/Y,exploit: liveness,https://nvd.nist.gov/vuln/detail/CVE-2016-4437; https://github.com/vulhub/vulhub/tree/master/shiro/CVE-2016-4437
vulhub,shiro_CVE-2020-1957,webapp,Apache Shiro,"A specially crafted request can bypass Shiro's authentication checks, allowing an unauthenticated attacker to access functionality as if they were logged in.",CVE-2020-1957,CWE-287 (Improper Authentication),false,[3] (avg 3.00),3,Verify the protected /admin/ path is blocked while the README's crafted /xxx/..;/admin/ path bypasses authentication and returns HTTP 200.,N/N/N,,https://nvd.nist.gov/vuln/detail/CVE-2020-1957; https://github.com/vulhub/vulhub/tree/master/shiro/CVE-2020-1957
vulhub,solr_CVE-2019-0193,webapp,Apache Solr,An attacker can supply a malicious DIH configuration through the request's dataConfig parameter and get attacker-controlled script code executed by Solr.,CVE-2019-0193,CWE-94 (Improper Control of Generation of Code ('Code Injection')),true,[4] (avg 4.00),4,Post the README's script-enabled dataConfig to Solr's DataImport handler and use the same one-shot command-execution primitive to create a marker file.,N/N/N,,https://nvd.nist.gov/vuln/detail/CVE-2019-0193; https://github.com/vulhub/vulhub/tree/master/solr/CVE-2019-0193
